Timestamp;Q1;Q2;Q3;Q4;Q5.1;Q5.2;Q5.3;Q5.4;Q5.5;Q5.6;Q6.1;Q6.2;Q6.3;Q6.4;Q6.5;Q6.6;Q6.7;Q6.8;Q7.1;Q7.2;Q7.3;Q7.4;Q8.1;Q8.2;Q8.3;Q8.4;Q8.5;Q9.1;Q9.2;Q9.3;Q9.4;Q9.5;Q10
5.16.2023 9:16:31;1;Marketing ;2;1;4;4;2;2;2;4;4;5;3;5;3;4;4;4;4;4;4;4;4;5;3;2;4;4;4;4;4;4;
5.16.2023 9:18:36;1;Marketing ;1;3;3;4;4;3;2;4;5;3;4;5;4;4;5;5;3;4;4;4;3;4;4;4;4;3;4;3;3;3;With ChatGPT it's much easier and more fun. Now you can do homework or any task in a short time. Instead of spending hours searching the Internet for information, ChatGPT can answer a few questions and you're done.
5.16.2023 10:32:38;1;Accounting;1;4;3;4;5;3;4;5;4;3;3;4;4;5;5;5;4;3;3;3;4;4;5;2;3;4;3;3;3;3;
5.16.2023 10:33:37;1;Accounting;1;3;1;5;5;3;4;5;5;5;4;4;5;5;5;4;3;4;4;1;5;3;4;5;2;5;1;3;1;2;This changed my attitude towards artificial intelligence, but in my opinion there is more to develop, as many of the answers are inaccurate in their translation into Bulgarian for example. The bot would help in our higher education process, greatly optimizing our time searching and finding information.
5.16.2023 10:34:34;1;Accounting;1;3;4;4;3;2;4;3;3;2;2;4;3;4;4;4;4;4;4;2;2;3;2;2;3;2;3;3;2;3;
5.16.2023 10:35:01;1;Accounting ;1;3;4;4;4;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;
5.16.2023 10:36:10;1;Accounting;1;3;4;3;2;3;4;2;4;4;5;5;3;4;4;4;2;2;2;1;4;4;5;4;4;3;4;3;4;4;
5.16.2023 10:36:30;1;Accounting;2;4;5;3;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;1;4;5;5;5;5;4;4;4;5;5;
5.16.2023 10:37:22;1;Accounting;1;1;4;4;4;2;4;4;4;4;4;4;4;4;4;4;2;2;2;2;4;4;4;4;4;4;2;4;4;2;
5.16.2023 10:38:48;1;Accounting ;1;2;2;5;5;1;2;2;5;5;5;5;4;3;5;4;3;2;2;4;5;5;5;3;3;4;4;4;5;5;
5.16.2023 10:38:58;1;Accounting;2;3;2;2;4;4;3;2;5;5;5;5;5;4;5;5;4;4;3;4;5;4;5;3;3;3;4;4;2;3;AI is useful for searching for additional information and helping students prepare projects in less time, but there is still a fine line that learners must cross. They should definitely not become dependent on the use of artificial intelligence in the learning process because it will adversely affect their individual skills.
5.16.2023 10:39:54;1;Accounting ;1;2;2;4;4;3;5;1;4;4;4;4;3;3;3;5;1;1;1;1;4;3;4;4;4;3;4;3;3;3;Artificial intelligence proves to be of great help in difficult tasks and in most cases answers the questions with good accuracy. The quality of the answers is good, but only in English.
5.16.2023 10:40:42;1;Accounting;1;3;2;4;4;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;Yes, chatgpt changed my attitude towards AI, because of the correct answers.
5.16.2023 10:40:51;1;Accounting;1;4;4;3;3;2;3;3;4;5;4;5;4;4;5;4;2;4;5;5;5;4;5;3;3;3;3;4;5;3;
5.16.2023 10:41:04;1;Accounting;1;2;3;4;2;1;3;3;5;4;4;4;4;3;4;2;2;1;1;4;4;5;2;3;3;2;3;2;1;1;
5.16.2023 10:42:42;1;Accounting ;1;3;4;2;2;2;4;2;4;3;3;4;4;4;4;4;2;2;2;1;4;3;2;2;2;4;4;3;3;3;My opinion is that it should be as accessible to people as possible. A person must express himself in a way that the chatbot understands him, and then he will become more and more accessible.
5.16.2023 10:43:09;1;Accounting;1;2;5;5;4;2;3;3;5;1;1;4;4;2;2;2;5;5;5;2;3;1;1;1;1;2;1;1;1;1;
5.16.2023 10:43:18;1;Accounting;1;3;3;4;4;2;3;2;4;4;3;4;5;4;5;4;2;4;5;1;4;4;4;3;3;2;2;3;4;3;In my opinion, chatbots are useful and facilitate work on various issues, but they should not be overused all the time, because then we will not understand what needs to be done.
5.16.2023 10:43:31;1;Accounting ;1;3;3;2;4;1;3;2;4;4;3;5;4;5;4;4;3;3;4;1;4;5;3;2;1;4;5;3;2;3;.
5.16.2023 10:45:34;1;Accounting ;1;1;4;4;4;4;4;5;4;4;4;4;4;3;4;4;2;5;4;4;4;4;4;4;4;3;3;3;4;2;It should be used wisely
5.16.2023 10:50:27;1;Accounting;1;4;4;2;4;2;1;1;4;4;5;5;4;4;2;4;1;2;2;2;5;5;4;2;3;4;5;4;4;3;It makes work easier, but some colleagues would abuse and rely only on it for assigned tasks.
5.16.2023 10:55:30;1;Accounting ;1;4;5;4;4;2;4;4;5;4;3;5;5;4;5;3;3;2;4;4;5;5;5;3;4;3;2;4;4;3;I think the use of generative artificial intelligence in education is a good new beginning in the application of modern technology and would be of great benefit to students and teachers.
5.16.2023 11:02:48;1;Accounting;1;2;2;4;5;1;2;4;4;5;3;4;5;3;4;4;2;4;4;4;4;4;4;3;3;4;2;3;3;1;ChatGPT itself helps me a lot, mainly because it sifts out important information that I would otherwise search for a long time on the Internet.
5.16.2023 11:47:36;1;Accounting ;1;3;3;3;2;4;1;1;4;4;4;4;4;4;4;4;2;2;2;2;4;4;4;4;4;4;4;4;4;4;
5.16.2023 11:54:26;1;Finance;1;3;2;4;3;3;4;4;3;2;4;4;5;5;5;5;5;5;5;5;4;4;4;4;4;3;3;3;2;3;
5.16.2023 11:55:21;1;Finance;1;3;2;3;4;2;3;4;4;4;4;5;3;2;3;5;2;2;2;4;3;4;4;4;4;4;4;4;4;4;I'm all for using ChatGPT.
5.16.2023 11:57:08;1;Finance;1;4;4;3;4;2;5;5;4;4;5;5;4;5;5;5;2;1;1;1;5;4;4;3;4;3;4;3;2;2;"Generative AI technologies can be very useful for learning new things, solving different problems and answering questions. He can even give advice on a problem, even if it is a personal problem.
"
5.16.2023 12:01:02;1;Finance;1;5;2;3;4;2;1;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;4;5;4;3;3;5;4;+
5.16.2023 12:02:24;1;Finance;1;2;4;4;3;2;4;3;4;4;4;4;5;4;5;5;2;2;2;3;5;5;4;2;2;4;4;3;3;2;
5.16.2023 12:03:56;1;Finance;1;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;2;4;4;4;4;.
5.16.2023 12:04:27;1;Finance;1;2;4;4;4;3;4;3;2;4;4;5;5;4;4;4;2;2;3;4;4;3;3;3;4;4;4;3;3;3;
5.16.2023 12:07:58;1;Finance;1;5;4;3;3;1;3;5;5;5;5;5;5;5;5;5;3;4;4;2;5;5;5;1;3;5;5;5;5;1;It helps me in learning and has changed my attitude towards this technology in a positive direction.
5.16.2023 12:08:12;1;Finance;1;2;3;4;4;3;4;4;3;2;2;3;4;3;3;4;3;5;4;2;3;2;2;2;2;3;2;2;2;2;Limits students
5.16.2023 12:13:50;1;Finance;1;4;3;2;1;2;4;4;4;5;4;5;2;4;4;4;4;3;2;4;2;3;5;3;2;2;4;3;4;4;In aid of training, it gives us additional information on a specific issue, saves time and additional searches
5.16.2023 12:14:35;1;Finance;2;4;3;4;2;3;4;4;4;4;4;5;4;4;5;4;3;2;2;2;5;5;4;5;3;4;4;3;4;3;Artificial intelligence helps to find information faster, which makes us more expeditious in our work.
5.16.2023 12:15:29;1;Finance;1;3;5;4;3;1;4;5;5;2;5;5;4;3;5;4;3;2;3;5;4;5;5;3;3;2;1;3;4;5;No
5.16.2023 12:15:54;1;Finance;1;3;3;1;2;3;3;4;4;4;4;4;5;4;5;5;5;5;4;4;4;4;4;4;4;5;2;3;3;1;To me, the AI is well thought out to help students with their assignments. It saves time and gives extensive information.
5.16.2023 12:17:31;1;Finance;2;3;3;4;4;3;2;4;4;4;4;5;4;4;4;4;2;3;2;4;4;4;4;4;3;4;3;3;4;3;In my personal opinion, ChatGPT currently offers a wide range of application features that I can take advantage of not only as a student, but also as a person seeking information on a given issue. I believe that over time ChatGPT will get more and more integration in education, but I don't think that for now it can replace the work of the lecturer in teaching and assessment (perhaps assessment will be possible in the near future). I definitely plan to use chatbots more often to find answers to some of my homework as well as information I need in life and practice.
5.16.2023 12:21:48;1;Finance;2;3;2;5;4;1;3;4;4;3;4;5;4;4;4;4;3;4;5;2;4;4;4;3;3;3;4;3;1;2;My opinion is that ChatGPT is useful for searching information and provides a good opportunity for students to find the information they need easier and faster. In my opinion, it can also be applied in the learning process, such as searching for information during class or through tasks for students to complete at home with the permitted use of generative artificial intelligence.
5.16.2023 12:23:31;1;Finance;1;2;3;5;3;1;4;3;4;3;4;5;4;4;4;4;3;4;3;2;4;4;3;1;1;3;3;3;4;3;I have no recommendations and no objective opinion, since I have only used this chatbot once for a task, I prefer to look for the information myself.
5.16.2023 12:24:32;1;Finance;1;3;2;3;3;1;1;3;5;5;5;5;5;5;5;5;5;5;3;1;5;4;5;5;5;5;5;5;5;5;
5.16.2023 12:28:28;1;Finance;1;3;3;4;3;1;2;3;5;5;5;5;5;4;5;5;3;2;3;3;5;5;5;2;3;5;4;3;4;3;"I haven't
"
5.16.2023 12:30:33;1;Finance;1;3;3;2;3;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;I don't have
5.16.2023 12:42:04;1;Finance;1;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;3;4;2;3;4;4;4;4;4;4;4;4;4;4;
5.16.2023 14:17:47;1;Marketing;1;3;4;3;2;3;4;2;4;4;4;4;4;4;4;3;2;2;2;2;4;4;4;4;4;4;4;3;2;4;My suggestion is the following: chatbots should solve much more complex tasks.
5.16.2023 15:00:12;1;International Economic Relations;2;4;5;5;5;1;4;1;3;5;4;4;5;4;5;5;3;4;5;4;5;5;5;3;3;2;2;2;4;3;
5.16.2023 17:46:52;1;Marketing;1;3;5;4;3;1;4;1;5;3;2;5;4;3;4;5;3;5;4;1;5;5;5;5;5;2;4;3;2;2;
5.17.2023 8:14:37;2;Accounting and Analysis;1;4;3;4;4;3;4;4;5;5;4;5;4;4;5;3;3;2;2;3;4;4;4;4;3;3;3;3;3;3;Learners need to be supported and guided in acquiring the skills to make the most of the opportunities and assistance provided by artificial intelligence.
5.17.2023 13:48:07;1;Business Management;1;2;3;4;4;4;5;5;4;2;4;4;3;4;4;4;4;5;5;5;4;4;4;4;4;3;3;3;3;3;
5.17.2023 13:49:20;1;Management in Tourism;1;1;3;3;2;3;3;3;4;3;3;5;4;4;4;4;3;3;4;3;4;4;4;4;4;3;3;3;3;3;
5.17.2023 13:50:24;1;Public Administration;1;3;2;2;2;2;4;3;4;4;4;5;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
5.17.2023 13:50:35;1;Management in Tourism;1;1;3;3;3;2;3;4;4;4;3;4;4;4;4;4;3;1;2;2;3;4;3;4;4;4;4;3;3;3;
5.17.2023 13:51:09;1;Management in Tourism;1;4;2;4;3;3;3;4;4;4;4;5;4;4;5;4;3;4;5;5;5;5;5;3;4;3;3;3;3;3;
5.17.2023 13:51:46;1;Business Management;1;2;3;3;2;2;2;5;5;5;5;5;5;4;5;4;2;3;4;4;4;4;4;4;4;4;4;3;4;3;
5.17.2023 13:52:41;1;Business Management;1;1;4;4;4;3;3;3;3;3;3;4;3;3;4;3;4;4;2;4;4;4;4;3;4;3;3;3;3;3;
5.17.2023 13:53:34;1;Management in Tourism;1;1;4;4;3;3;3;3;2;2;2;4;2;3;3;3;3;4;2;2;3;3;3;3;3;3;3;3;3;3;I do not agree.
5.17.2023 13:56:34;1;Management in Tourism;1;1;4;3;3;3;4;4;4;3;4;4;3;4;4;3;4;3;4;4;4;3;4;4;4;4;4;3;3;4;
5.17.2023 14:15:28;1;Management in Tourism;1;3;4;5;4;3;4;5;4;4;5;5;4;4;5;4;4;4;5;4;4;4;4;3;3;3;4;3;3;3;
5.17.2023 15:19:38;1;Geography, Technologies and Entrepreneurship;1;1;3;3;3;2;4;4;4;2;4;4;4;4;5;3;5;5;5;4;2;4;4;4;2;3;4;3;1;2;
5.17.2023 18:14:28;1;International Economic Relations;1;3;3;2;3;2;1;1;4;3;5;4;4;4;4;3;5;5;5;5;3;3;4;3;4;2;2;3;4;5;
5.18.2023 9:28:40;1;Business Management;1;1;3;2;3;4;4;5;4;4;3;5;4;5;5;4;5;5;5;4;4;4;3;3;3;3;3;3;4;4;I haven't used ChatGPT, but more and more of my peers are sharing that they use chat for homework on issues that require a personal position. I think intelligence is a good opportunity for ideas because it provides interesting and different answers, but it will reduce teamwork and thinking about questions.
5.18.2023 9:31:03;1;Business Management ;1;3;3;4;4;3;4;4;5;3;2;5;2;3;4;4;5;2;2;5;4;4;4;4;4;4;4;4;4;4;
5.18.2023 13:36:05;1;Economics and Business;1;2;2;2;2;2;2;2;5;4;4;5;4;4;4;4;4;2;4;1;1;5;5;3;3;5;4;4;4;4;ChatGPT helps with question answering and I have no complaints about its work. My opinion on artificial intelligence is extremely good.
5.18.2023 13:37:26;1;Economics and Business;1;3;3;2;3;1;3;2;3;4;3;5;4;4;5;4;4;5;5;2;3;3;4;3;3;4;4;3;3;3;Artificial intelligence helps us save a lot of time, however it hinders our development and limits our teamwork
5.18.2023 13:37:49;1;Economics and Business;1;4;4;2;3;1;3;5;4;1;3;5;3;3;5;4;5;3;5;5;1;4;4;3;3;3;3;3;3;3;They can be used for gathering information and contributing to research, but not as a means of overall preparation for the performance of set tasks
5.18.2023 13:38:32;1;Economics and Business;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;I agree! I have no recommendations. ChatGPT didn't change my attitude towards artificial intelligence and intelligent chatbots :) <3
5.18.2023 13:38:53;1;Economics and Business;2;4;2;4;4;4;4;4;4;3;4;4;4;4;4;4;4;3;4;2;4;4;4;3;3;4;4;4;4;4;yes the chatbot assists with any information
5.18.2023 13:41:05;1;Economics and Business;1;3;1;2;2;2;3;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;4;4;4;4;3;3;The chatbot helped me with various assignments throughout the semester. It generates different answers, which is a big plus for the development of tasks of different topics. I don't trust the chatbot 100% though and am checking other sources. It would be useful to integrate it into the learning environment, but not to rely on it completely.
5.18.2023 13:41:25;1;Economics and Business ;1;4;4;1;1;1;2;1;5;4;3;5;5;4;5;5;3;4;5;1;5;1;5;3;3;4;5;3;1;3;I am in favor of learning with artificial intelligence because it helps us learn many new and interesting things in addition to what we learn at university. Accessibility makes it even easier because you can refer to it at any time. As an improvement, I would add a function to take photos and display images and graphics on the given topic and thus, to be able to have a visual presentation of the topic, if necessary.
5.18.2023 13:43:32;1;Economics and Business ;2;2;3;3;2;1;4;2;4;2;3;5;1;5;3;5;4;2;4;5;1;3;1;1;3;4;4;3;4;1;ChatGPT has changed my ideas but to a large extent. However, it is paid and we as students cannot use its full capacity. It can improve the work of students and teachers in emergency cases providing lessons and even transmitted them in an understandable way. After that, we have to learn, well, we just have to rely on it. Both students and teachers still have ways to improve, but they would definitely improve the learning process by showing steps and even solutions to tasks that even the teachers don't know and by interesting way keeping learners' attention and possibly improving their success.
5.18.2023 13:49:43;1;Economics and Business;1;2;4;2;4;4;3;4;4;3;4;5;4;5;5;5;4;5;4;5;4;4;4;4;3;3;4;4;3;2;"The technologies of generative artificial intelligence can be both positive and negative. The positive sides are: saving time for solving assigned questions and tasks; generating interesting and non-standard answers; facilitating both teachers and students in terms of the learning process The negative sides are: excessive use of this type of software stunts the students' capacity and does not stimulate them to use their mental abilities, the option of getting ready-made solutions and opinions will affect the productivity and motivation of the students.  In conclusion, I will say that integrating artificial intelligence into the learning process will be useful from a teaching point of view, but in my opinion, students should not be given complete freedom to complete their practical tasks entirely with this artificial intelligence."
5.18.2023 13:56:24;1;Economics and Business;1;2;4;2;3;1;3;4;5;5;3;5;5;5;5;3;3;3;4;5;3;4;4;3;2;4;3;3;2;1;My opinion on generative artificial intelligence is neither positive nor negative, as I do not consider myself a competent person to comment on it. What I can say as a student is that most colleagues use it to avoid wasting their efforts on coursework or assigned homework or to copy tests. It certainly has benefits and saves time when looking for information, but its use should not be a trend. It may take some time for the benefits of generative artificial intelligence to be established and integrated into learning.
5.18.2023 14:37:28;1;Economics and Business;1;2;2;3;4;2;3;5;4;4;3;4;3;4;4;4;3;4;3;2;4;4;4;4;3;3;4;3;4;2;I have no recommendations.
5.18.2023 16:10:57;1;���������� �� ������������� ������;1;1;4;3;4;3;4;4;4;2;2;4;4;2;4;2;4;4;4;4;2;2;4;4;4;2;2;2;2;2;
5.19.2023 17:09:07;1;Business Management;1;2;3;3;2;1;3;1;4;5;4;4;5;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;
5.19.2023 18:11:41;1;Marketing;1;1;1;4;2;2;4;4;4;4;4;4;3;4;4;4;5;4;4;5;5;5;5;5;5;4;5;3;4;5;
5.19.2023 22:30:07;1;Marketing;1;2;3;3;3;4;2;2;3;4;3;3;2;4;4;3;3;3;3;3;4;4;2;3;4;3;4;2;2;4;
5.19.2023 22:44:50;1;Economics and Business;1;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;Yes, ChatGPT showed me that in the near future artificial intelligence will develop even more.
5.19.2023 22:47:22;1;Economics and Business;1;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;In this kind of artificial intelligence, I saw potential for development in the future.
5.21.2023 0:05:28;1;Accounting;1;3;4;2;4;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;2;2;2;3;3;3;3;3;3;3;
5.21.2023 8:19:31;1;Accounting ;1;3;1;1;1;4;1;2;2;1;1;2;1;2;1;4;1;2;5;4;4;5;5;5;4;3;2;4;3;4;
5.21.2023 9:57:56;1;Accounting;1;3;3;4;4;4;4;4;5;4;3;4;4;4;5;5;4;5;5;4;4;4;4;3;3;3;4;3;3;3;
5.21.2023 16:21:58;1;International Economic Relations;2;2;3;2;3;4;3;4;5;4;3;3;4;3;4;3;3;3;2;3;4;3;2;3;3;1;2;2;3;4; 
5.21.2023 16:37:21;1;International Economic Relations;1;3;3;4;3;1;3;3;5;4;5;5;5;4;5;5;1;1;1;1;5;5;5;5;5;4;5;4;4;3;
5.21.2023 19:01:12;1;Accounting;1;4;4;5;4;2;5;4;5;5;4;5;5;5;5;3;3;2;2;4;4;5;5;3;4;4;2;3;4;3;In my opinion, generative artificial intelligence would be very useful for both students and teachers. I myself have used ChatGTP to search for information on some tasks, because it manages to sift the most important things from the Internet.
5.21.2023 19:22:13;1;Finance;1;2;4;4;4;4;4;5;3;2;3;4;4;4;4;3;3;3;4;1;4;4;4;3;3;4;4;3;2;2;
5.21.2023 23:07:20;1;Marketing ;2;4;3;4;4;2;3;2;2;4;3;4;3;5;5;4;4;2;2;4;4;4;4;2;2;4;2;2;3;2;
5.22.2023 11:39:22;1;Public Administration ;1;2;4;5;4;3;4;3;4;4;4;4;4;3;4;4;4;4;4;5;3;4;4;3;3;3;3;3;4;3;.
5.22.2023 11:55:44;1;Marketing;1;3;3;4;4;4;4;4;4;5;5;5;4;4;4;4;2;1;1;1;4;4;4;4;3;3;4;3;4;3;
5.22.2023 18:13:33;1;Economics and Business;2;3;2;4;4;1;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;I believe they have educational benefits, but should be used sparingly by all. ChatGPT has certainly changed my attitude towards artificial intelligence in a positive way
5.22.2023 22:31:13;1;Public Administration;2;3;2;2;2;3;3;4;3;4;3;5;4;4;5;4;2;3;1;2;4;4;4;3;3;4;3;3;3;2;
5.23.2023 9:01:15;1;Marketing;1;2;3;4;4;4;3;3;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;4;3;4;3;3;2;3;More ways to solve more complex problems must be invented
5.23.2023 9:44:53;1;Marketing;1;3;2;3;3;2;2;4;4;4;3;4;3;4;4;4;4;3;2;3;4;4;4;2;2;3;4;3;2;2;
5.23.2023 10:08:24;1;Marketing;1;3;3;4;3;3;3;3;5;3;4;4;5;2;5;5;5;5;5;5;4;4;4;1;4;4;4;3;3;2;
5.24.2023 23:58:12;1;Marketing;1;5;3;3;2;2;2;4;4;3;3;5;5;3;3;2;4;4;4;4;4;3;3;4;3;5;5;4;3;1;
5.25.2023 0:10:46;1;International Economic Relations;1;4;1;1;2;1;1;1;5;5;5;5;5;5;5;5;1;1;1;1;5;5;5;5;5;1;1;1;1;1;In my opinion, artificial intelligence should increasingly enter the education of adolescents!
5.25.2023 0:47:18;1;Marketing;1;4;4;4;1;1;2;2;5;5;5;5;3;3;5;5;5;2;2;1;5;5;5;4;5;2;5;3;4;1;
5.26.2023 0:09:45;1;Finance;1;3;3;3;3;3;3;3;5;5;5;5;5;5;5;5;4;5;4;5;4;5;4;5;5;4;4;5;4;5;
5.26.2023 10:39:24;1;International Economic Relations;1;2;4;4;4;4;4;4;3;5;4;4;4;4;4;4;4;5;4;4;2;3;3;3;3;3;4;4;4;3;
5.26.2023 13:18:12;1;International Economic Relations;1;3;4;3;2;2;2;2;4;4;4;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;4;3;4;4;
5.26.2023 15:44:55;1;International Economic Relations;1;4;4;3;4;4;4;4;4;4;4;4;4;4;2;4;2;3;3;4;4;4;4;2;3;3;4;3;4;4;ChtGPT helps me a lot in preparing for assignments and exams. I think it gives personalized answers. Perhaps it wants more improvements in his emotional competence. But I don't think its use should be overdone.0
5.26.2023 21:43:23;1;Finance ;1;1;3;3;2;2;3;2;4;4;4;4;4;4;4;4;2;2;2;2;4;4;4;4;4;4;4;4;4;4;
